timestamp,computer_name,computer_id,os_system,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_percent,disk_free_gb,disk_total_gb,process_count,temperature,uptime_hours,network_sent_mb,network_recv_mb,security_score,antivirus_enabled,real_time_protection,definition_age_days,suspicious_activity_count,vulnerability_count,security_software_count
2025-06-27T18:06:35.873256,MSI,MSI_Windows,Windows,7.4,67.9,10.748584747314453,15.826095581054688,75.27977306845676,74.35356521606445,300.78026962280273,287,0,0.4464834948380788,26.348137855529785,1465.0752115249634,0,False,False,0,0,0,0
2025-06-27T18:07:36.894388,MSI,MSI_Windows,Windows,19.3,67.1,10.622455596923828,15.826095581054688,75.27977433672388,74.35356140136719,300.78026962280273,282,0,0.46343934959835476,27.216181755065918,1486.7253370285034,0,False,False,0,0,0,0
2025-06-27T18:08:38.037084,MSI,MSI_Windows,Windows,4.3,67.6,10.690853118896484,15.826095581054688,75.27977687325811,74.35355377197266,300.78026962280273,279,0,0.48041724112298756,28.512001991271973,1502.9884767532349,0,False,False,0,0,0,0
2025-06-27T18:09:39.060798,MSI,MSI_Windows,Windows,47.9,68.9,10.898731231689453,15.826095581054688,75.27977687325811,74.35355377197266,300.78026962280273,281,0,0.49736955887741513,29.082497596740723,1508.8326387405396,0,False,False,0,0,0,0
2025-06-27T18:10:40.084722,MSI,MSI_Windows,Windows,7.2,57.4,9.077770233154297,15.826095581054688,75.27977814152524,74.35354995727539,300.78026962280273,281,0,0.5143209708399242,29.80457305908203,1517.677586555481,0,False,False,0,0,0,0
2025-06-27T18:11:41.110225,MSI,MSI_Windows,Windows,6.8,61.1,9.664623260498047,15.826095581054688,75.27977814152524,74.35354995727539,300.78026962280273,288,0,0.5362947715653313,30.247371673583984,1522.6537656784058,70,True,True,0,1,2,1
2025-06-27T18:13:00.222498,MSI,MSI_Windows,Windows,40.7,64.3,10.182926177978516,15.826095581054688,75.27978321459373,74.35353469848633,300.78026962280273,285,0,0.5532521410120859,31.720359802246094,1528.2359657287598,0,False,False,0,0,0,0
2025-06-27T18:14:01.274365,MSI,MSI_Windows,Windows,95.8,65.1,10.300682067871094,15.826095581054688,75.27978828766221,74.35351943969727,300.78026962280273,293,0,0.5703924684392081,32.67122459411621,1540.8971557617188,0,False,False,0,0,0,0
2025-06-27T18:15:04.079594,MSI,MSI_Windows,Windows,10.0,67.0,10.60955810546875,15.826095581054688,75.27978828766221,74.35351943969727,300.78026962280273,281,0,0.5876553830835555,33.448543548583984,1550.1290397644043,0,False,False,0,0,0,0
2025-06-27T18:16:05.114669,MSI,MSI_Windows,Windows,3.5,65.0,10.289657592773438,15.826095581054688,75.27978955592933,74.353515625,300.78026962280273,282,0,0.6046063307258818,33.73202419281006,1555.7760620117188,0,False,False,0,0,0,0
